B20005A_079M,B20005A_080E,B20005A_080M,B20005A_081E,B20005A_081M,B20005A_082E,B20005A_082M,B20005A_083E,B20005A_083M,B20005A_084E,B20005A_084M,B20005A_085E,B20005A_085M,B20005A_086E,B20005A_086M,B20005A_087E,B20005A_087M,B20005A_088E,B20005A_088M,B20005A_089E,B20005A_089M,B20005A_090E,B20005A_090M,B20005A_091E,B20005A_091M,B20005A_092E,B20005A_092M,B20005A_093E,B20005A_093M,B20005A_094E,B20005A_094M,B20005A_095E,B20005A_095M,GEO_ID,B20005A_001E,B20005A_001M,B20005A_002E,B20005A_002M,B20005A_003E,B20005A_003M,B20005A_004E,B20005A_004M,B20005A_005E,B20005A_005M,B20005A_006E,B20005A_006M,B20005A_007E,B20005A_007M,B20005A_008E,B20005A_008M,B20005A_009E,B20005A_009M,B20005A_010E,B20005A_010M,B20005A_011E,B20005A_011M,B20005A_012E,B20005A_012M,B20005A_013E,B20005A_013M,B20005A_014E,B20005A_014M,B20005A_015E,B20005A_015M,B20005A_016E,B20005A_016M,B20005A_017E,B20005A_017M,B20005A_018E,B20005A_018M,B20005A_019E,B20005A_019M,B20005A_020E,B20005A_020M,B20005A_021E,B20005A_021M,B20005A_022E,B20005A_022M,B20005A_023E,B20005A_023M,B20005A_024E,B20005A_024M,B20005A_025E,B20005A_025M,B20005A_026E,B20005A_026M,B20005A_027E,B20005A_027M,B20005A_028E,B20005A_028M,B20005A_029E,B20005A_029M,B20005A_030E,B20005A_030M,B20005A_031E,B20005A_031M,B20005A_032E,B20005A_032M,B20005A_033E,B20005A_033M,B20005A_034E,B20005A_034M,B20005A_035E,B20005A_035M,B20005A_036E,B20005A_036M,B20005A_037E,B20005A_037M,B20005A_038E,B20005A_038M,B20005A_039E,B20005A_039M,B20005A_040E,B20005A_040M,B20005A_041E,B20005A_041M,B20005A_042E,B20005A_042M,B20005A_043E,B20005A_043M,B20005A_044E,B20005A_044M,B20005A_045E,B20005A_045M,B20005A_046E,B20005A_046M,B20005A_047E,B20005A_047M,B20005A_048E,B20005A_048M,B20005A_049E,B20005A_049M,B20005A_050E,B20005A_050M,B20005A_051E,B20005A_051M,B20005A_052E,B20005A_052M,B20005A_053E,B20005A_053M,B20005A_054E,B20005A_054M,B20005A_055E,B20005A_055M,B20005A_056E,B20005A_056M,B20005A_057E,B20005A_057M,B20005A_058E,B20005A_058M,B20005A_059E,B20005A_059M,B20005A_060E,B20005A_060M,B20005A_061E,B20005A_061M,B20005A_062E,B20005A_062M,B20005A_063E,B20005A_063M,B20005A_064E,B20005A_064M,B20005A_065E,B20005A_065M,B20005A_066E,B20005A_066M,B20005A_067E,B20005A_067M,B20005A_068E,B20005A_068M,B20005A_069E,B20005A_069M,B20005A_070E,B20005A_070M,B20005A_071E,B20005A_071M,B20005A_072E,B20005A_072M,B20005A_073E,B20005A_073M,B20005A_074E,B20005A_074M,B20005A_075E,B20005A_075M,B20005A_076E,B20005A_076M,B20005A_077E,B20005A_077M,B20005A_078E,B20005A_078M,B20005A_079E,B20005A_079MA,B20005A_080MA,B20005A_080EA,B20005A_081MA,B20005A_081EA,B20005A_082EA,B20005A_082MA,B20005A_083MA,B20005A_083EA,B20005A_084EA,B20005A_084MA,B20005A_085MA,B20005A_085EA,B20005A_086EA,B20005A_086MA,B20005A_087EA,B20005A_087MA,B20005A_088EA,B20005A_088MA,B20005A_089EA,B20005A_089MA,B20005A_090MA,B20005A_090EA,B20005A_091EA,B20005A_091MA,B20005A_092EA,B20005A_092MA,B20005A_093EA,B20005A_093MA,B20005A_094EA,B20005A_094MA,B20005A_095EA,B20005A_095MA,NAME,B20005A_001MA,B20005A_001EA,B20005A_002MA,B20005A_002EA,B20005A_003MA,B20005A_003EA,B20005A_004MA,B20005A_004EA,B20005A_005EA,B20005A_005MA,B20005A_006MA,B20005A_006EA,B20005A_007MA,B20005A_007EA,B20005A_008MA,B20005A_008EA,B20005A_009MA,B20005A_009EA,B20005A_010EA,B20005A_010MA,B20005A_011MA,B20005A_011EA,B20005A_012MA,B20005A_012EA,B20005A_013MA,B20005A_013EA,B20005A_014MA,B20005A_014EA,B20005A_015EA,B20005A_015MA,B20005A_016MA,B20005A_016EA,B20005A_017MA,B20005A_017EA,B20005A_018MA,B20005A_018EA,B20005A_019MA,B20005A_019EA,B20005A_020EA,B20005A_020MA,B20005A_021EA,B20005A_021MA,B20005A_022MA,B20005A_022EA,B20005A_023MA,B20005A_023EA,B20005A_024MA,B20005A_024EA,B20005A_025EA,B20005A_025MA,B20005A_026EA,B20005A_026MA,B20005A_027EA,B20005A_027MA,B20005A_028EA,B20005A_028MA,B20005A_029EA,B20005A_029MA,B20005A_030MA,B20005A_030EA,B20005A_031EA,B20005A_031MA,B20005A_032EA,B20005A_032MA,B20005A_033EA,B20005A_033MA,B20005A_034EA,B20005A_034MA,B20005A_035MA,B20005A_035EA,B20005A_036EA,B20005A_036MA,B20005A_037EA,B20005A_037MA,B20005A_038EA,B20005A_038MA,B20005A_039EA,B20005A_039MA,B20005A_040EA,B20005A_040MA,B20005A_041EA,B20005A_041MA,B20005A_042EA,B20005A_042MA,B20005A_043EA,B20005A_043MA,B20005A_044EA,B20005A_044MA,B20005A_045MA,B20005A_045EA,B20005A_046MA,B20005A_046EA,B20005A_047EA,B20005A_047MA,B20005A_048EA,B20005A_048MA,B20005A_049EA,B20005A_049MA,B20005A_050MA,B20005A_050EA,B20005A_051MA,B20005A_051EA,B20005A_052EA,B20005A_052MA,B20005A_053EA,B20005A_053MA,B20005A_054EA,B20005A_054MA,B20005A_055EA,B20005A_055MA,B20005A_056MA,B20005A_056EA,B20005A_057MA,B20005A_057EA,B20005A_058EA,B20005A_058MA,B20005A_059EA,B20005A_059MA,B20005A_060EA,B20005A_060MA,B20005A_061MA,B20005A_061EA,B20005A_062MA,B20005A_062EA,B20005A_063EA,B20005A_063MA,B20005A_064EA,B20005A_064MA,B20005A_065MA,B20005A_065EA,B20005A_066MA,B20005A_066EA,B20005A_067MA,B20005A_067EA,B20005A_068MA,B20005A_068EA,B20005A_069EA,B20005A_069MA,B20005A_070MA,B20005A_070EA,B20005A_071MA,B20005A_071EA,B20005A_072MA,B20005A_072EA,B20005A_073MA,B20005A_073EA,B20005A_074EA,B20005A_074MA,B20005A_075EA,B20005A_075MA,B20005A_076MA,B20005A_076EA,B20005A_077EA,B20005A_077MA,B20005A_078MA,B20005A_078EA,B20005A_079EA,state
4391,137297,5580,63490,3479,80608,4023,46541,3370,65856,4991,33486,2647,66286,4003,54042,3470,32371,2722,38251,2929,24529,2651,29258,2486,33455,2748,22714,2364,32856,2743,24976,2184,0400000US36,10481223,21411,5068426,12939,2453748,16334,19,24,2453729,16330,5850,930,3445,777,12719,1448,11510,1666,37271,2998,22293,2531,51923,4232,43884,3444,81049,4739,51156,3603,128033,6007,152897,5209,139306,5899,171287,7230,124826,4806,165982,6780,223712,7439,177387,6732,314787,8409,534412,10380,2614678,17583,1499656,14295,1115022,14953,172122,6558,125426,4807,102875,4447,74288,3920,101382,5045,46114,3711,53078,3762,35183,2737,51292,4008,26407,2535,48260,2980,44801,3406,29425,2469,33553,3196,18363,2093,23436,2285,29002,2316,19607,2388,34797,3054,45611,3801,5412797,13528,1825377,17036,34,57,1825343,17036,2692,681,4441,1539,15878,1986,12637,1635,35867,3195,26699,3006,47534,3709,45889,3890,74602,5034,58852,3457,137330,5703,158103,6784,132622,5893,143761,6099,100505,4252,126319,5999,175083,6667,123036,5507,195993,6319,207500,8246,3587420,18391,2158496,16745,1428924,17225,228247,5944,160921,5787,145514,5480,108226,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
4084,70031,4526,38940,4595,39080,3378,23007,3257,30383,3299,13499,2442,27066,2918,27391,3163,19255,2438,20390,2972,11325,2077,12280,2347,10739,2050,6547,1837,4632,1108,4638,1072,0400000US37,5484309,12086,2663013,8571,1289436,14958,118,105,1289318,14933,3442,867,2091,952,8305,2236,7886,1486,23092,2933,17197,2310,32586,3577,34122,3377,56641,5051,44260,3842,101638,6546,111676,6215,93049,6086,92816,5191,70631,4645,89088,6059,116426,7577,81480,5297,126480,7574,176412,7313,1373577,14851,777726,12564,595851,14684,104093,5846,72552,5501,64995,4677,48893,4843,60620,4645,26012,3065,37087,3658,20184,2866,27087,3330,11671,2039,19622,2904,21322,2056,15120,2829,14497,2152,6057,1376,10906,2035,10589,2006,4940,1211,8147,1918,11457,1735,2821296,7420,909474,14268,81,94,909393,14249,2204,987,2755,1043,5964,1354,7418,1686,30244,3400,19382,2395,41619,4237,33401,3319,51410,3830,44313,4441,95810,5713,103604,5754,75399,4959,76532,4771,53096,3938,55189,4015,63469,5002,44483,4243,52398,4890,50703,3973,1911822,14768,1178411,14112,733411,15563,138506,6550,95603,5674,78568,4723,61531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
896,9223,1264,3567,950,4394,806,4488,1183,4263,876,2084,674,2829,916,2541,568,1351,581,1589,517,1352,574,952,361,1284,503,520,391,350,302,268,208,0400000US38,503987,1264,254436,953,147606,3199,31,53,147575,3209,1137,315,175,158,761,389,917,337,3007,792,1068,336,2295,661,2788,995,6390,1284,4543,856,9752,1282,15513,1941,11316,1376,13249,1474,9001,1139,11279,1624,13844,1318,9872,1161,14273,1464,16395,1591,106830,3112,46396,2013,60434,2961,8294,1063,7079,1073,7773,1078,5071,1169,6322,1413,2184,649,2535,703,1508,566,2648,870,1235,614,3109,820,2343,663,1131,533,2017,692,1061,374,1201,542,925,399,1398,523,1037,475,1563,607,249551,840,94493,2816,100,95,94393,2811,199,133,291,142,727,384,1239,597,2552,629,1651,564,2433,499,3516,901,6061,1103,6618,1343,12148,1464,13637,1364,10835,1671,8757,1442,4047,914,5431,1009,6064,1176,2837,756,2905,844,2445,941,155058,3010,70635,2330,84423,3166,15041,1852,10931,1452,11660,1823,5736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4747,119643,4902,55787,3278,69344,4144,37459,3271,46768,3496,25182,2471,40947,2880,32787,3048,21300,2241,19248,1798,11246,1374,12817,1734,15404,1716,10106,1266,8125,1206,5467,983,0400000US39,7734429,6981,3747217,5422,1768884,14195,395,278,1768489,14191,3640,885,2320,793,13327,2237,11370,1832,31910,3033,23426,2579,40962,3578,36482,3396,66459,4171,50973,3327,110417,4781,142254,5636,136135,5801,146483,5871,111349,3886,136940,5168,180784,6155,131219,4661,179395,7265,212644,7160,1978333,14037,1101308,13963,877025,13651,164282,6312,113159,5323,100263,4976,65841,4280,83793,4394,37750,3210,47576,3399,26186,2479,34688,2898,20318,2099,37658,3560,31407,2886,20033,1931,18644,1686,11450,1659,14347,1778,14842,1945,9716,1326,10651,1341,14421,1764,3987212,4396,1310645,14865,254,222,1310391,14860,1579,567,3305,985,10344,1594,11310,1444,35926,2931,32090,2847,46818,3650,48073,3236,82246,3758,59655,3916,132835,6066,150336,5392,112110,5250,105770,5292,81375,5186,80146,4284,109202,5189,72954,3670,78927,4414,55390,3284,2676567,15701,1574660,15363,1101907,14129,201687,7470,143429,6200,130856,5178,94305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2442,31353,2564,14904,1887,16843,1905,7568,1468,8770,1066,5416,1184,9069,1379,8498,1271,6809,1197,4566,777,2852,799,1785,678,2437,700,839,409,1936,681,975,367,0400000US40,2257668,4620,1104537,3514,557862,6852,8,16,557854,6856,2155,548,1447,492,4739,940,4678,1075,14558,1804,10769,1485,14539,1817,16812,1673,23337,2477,20290,2572,43183,3664,49430,3068,37323,2518,44044,3165,30369,2555,40391,3086,50058,3300,36381,2596,53852,3246,59499,3213,546675,6552,314651,5764,232024,6666,42071,3011,29580,2752,23832,3057,17773,1642,22613,2676,10868,1626,11895,1649,7368,1410,9987,1697,6195,1216,10023,1287,8397,1431,5544,1202,5349,1021,3195,797,2637,714,3336,692,2394,725,3543,992,5424,1233,1153131,2969,395236,7108,49,49,395187,7110,756,331,1470,604,3808,887,5890,1022,16647,2022,12357,1587,19465,2058,20333,2147,27975,2201,24656,2164,40020,2964,43514,2970,36995,2879,29819,2637,21477,2016,20991,2159,25547,2540,14210,1735,16003,2021,13254,1779,757895,7269,478787,7062,279108,6372,54776,3091,38791,2829,36144,3003,24777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3438,42366,3541,25924,2479,26935,2946,14749,2056,19448,2695,11830,1795,19196,2395,13254,1959,8447,1629,9462,1572,4703,1275,6218,1350,6126,1093,4058,838,4476,1152,3742,1016,0400000US41,2689825,8171,1314985,4866,536070,8870,58,94,536012,8869,2630,859,1402,679,2873,805,3044,762,11338,2235,5084,1196,12112,1921,12125,2396,20183,2799,20258,2889,32760,3085,41510,3625,40829,3890,43461,3420,35699,3157,40117,3597,50556,3683,38142,3190,58250,3479,63639,3619,778915,9528,419891,8624,359024,7775,62583,3798,43973,3413,37428,3256,21734,2587,33312,3139,15850,2098,18211,2016,14177,2135,16580,2217,7833,1418,14437,1988,15463,2000,10076,1444,9201,1819,5226,1228,6144,1280,6441,1355,6108,1294,5892,1346,8355,1412,1374840,4627,390546,7686,76,91,390470,7689,2162,749,1645,726,3639,845,3749,927,11173,1991,9753,1520,14106,2056,12657,1871,20838,2022,15727,2066,38059,3786,47020,4159,31644,2964,32638,3087,21753,2656,22951,2067,34058,2501,20439,2138,26627,2790,19832,1872,984294,9492,548863,9251,435431,8807,80554,5066,50843,3886,47671,3665,35429,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
4745,133271,5551,58376,4044,71695,3921,34144,2514,49008,3102,25458,2197,45808,2879,36969,2896,24364,2221,20546,2155,15238,1810,14843,1762,17695,1626,12928,1443,14094,1502,7912,1303,0400000US42,8662619,8511,4186320,6177,1990685,12692,232,142,1990453,12667,4504,876,4027,878,13068,1513,9512,1275,28533,2673,19927,2046,39109,2869,33588,2760,72337,4413,53595,3354,123527,5432,156325,5620,148255,6117,164890,5072,129102,5543,157501,5819,196619,5798,139418,4909,210637,6107,285979,7294,2195635,12490,1211612,12929,984023,14170,177611,6577,128744,5026,104422,4882,65225,3828,86733,3840,35963,2411,48654,3973,27761,2393,41483,2953,21856,2318,41512,3370,42438,3185,24318,2147,27952,2179,17095,1817,19237,2019,18798,1998,13028,1823,18487,1839,22706,2172,4476299,5067,1486892,12275,235,142,1486657,12268,1882,600,2905,705,11142,1523,13045,1677,33750,2744,26374,2166,55588,3686,49478,3769,85698,3942,69380,3551,156905,6086,163420,5561,123437,4840,122161,5384,88054,4219,93030,4294,121076,5138,85576,4347,106048,4470,77708,3790,2989407,12840,1757511,12812,1231896,13480,231140,6144,166575,5427,145339,5316,106493,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1557,10879,1544,6138,1283,5673,1226,5165,1012,5673,1106,2379,801,5425,1051,5286,1094,2724,824,3736,854,1636,518,1387,537,2317,847,2115,755,2259,800,1197,498,0400000US44,720254,4428,342875,2791,165453,4827,146,226,165307,4791,231,198,137,134,1236,518,783,455,1531,703,1286,783,3350,1202,1828,666,4028,1036,4257,1260,10762,1791,10922,1492,10382,1600,15523,2195,10883,1831,12934,1617,14738,1893,13344,1776,19976,2323,27176,2458,177422,5046,96909,3830,80513,4204,12786,1603,10013,1764,9042,1390,5495,1177,6863,1343,3753,963,4480,1069,1925,751,3127,879,2437,842,3381,993,3109,811,2115,713,2871,847,1015,531,1572,618,1670,621,886,428,1357,428,2616,839,377379,2521,126391,4337,0,207,126391,4337,154,157,242,248,599,438,780,463,2589,823,2055,713,3767,1112,2864,978,4224,897,3074,1060,10893,1775,12765,1667,11321,1521,13637,1956,8049,1344,7180,1298,11187,1652,10350,1782,13046,1947,7615,1325,250988,4754,136360,4303,114628,4019,17563,2206,12781,1724,10737,1644,9558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
2863,35967,3357,15022,1952,16307,2700,8562,1639,13100,1838,6665,1589,16316,2998,12570,2653,6656,1420,5702,1324,4145,923,3573,907,5523,1174,2016,597,2665,851,1563,587,0400000US45,2558001,7114,1246378,4810,574891,10343,197,318,574694,10411,698,302,880,558,3507,941,4505,1170,9090,1623,6876,1662,15397,2219,14772,2740,23805,2914,16795,2642,38407,3570,54292,5008,43785,3636,50968,4396,31949,3048,41581,4091,53182,4350,38912,3121,59128,4209,66165,4560,671487,10875,389198,8707,282289,10237,46326,3843,36885,3966,29975,3361,20886,2939,29573,3769,10931,1847,17266,2835,7700,1596,12786,2609,5962,1152,11840,2224,10251,2139,6294,1846,7973,2057,5700,1699,3272,1051,4978,1413,2104,782,4012,1102,7575,1756,1311623,4105,412908,7853,0,217,412908,7853,665,518,1354,782,2997,765,4214,1079,12478,2306,8533,1811,19612,2669,22020,3323,21335,2999,19884,2928,48634,3848,46154,3796,36513,3332,32808,2997,28375,3048,27758,2935,30593,3168,17647,2133,18723,2075,12611,2090,898715,8985,573446,9684,325269,9864,63179,4844,42610,3695,37078,3789,26050,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1440,10809,1499,3719,675,4692,1034,1846,648,2726,599,2300,732,2178,665,2403,676,1348,410,2366,782,888,422,1046,514,318,214,40,61,606,476,383,254,0400000US46,568864,1967,281238,1694,159519,4011,0,155,159519,4011,960,297,372,186,906,447,1071,433,3725,1117,1183,421,3593,940,4706,1225,8621,1410,5099,1049,13276,1702,16198,1871,16406,1901,14719,1613,12377,2123,10808,1578,12307,1565,8415,1273,10794,1516,13983,1535,121719,3876,55812,2470,65907,3309,12029,1582,8175,1379,8698,1411,4899,905,5847,1238,3280,807,4677,1254,1559,692,2612,807,762,298,1952,588,2532,777,1388,549,1514,577,673,417,712,374,1309,620,826,339,1124,460,1339,763,287626,1496,120214,4276,29,41,120185,4271,307,191,781,447,1703,584,956,426,3560,939,2538,690,4596,933,3654,817,11907,1786,8784,1525,14274,1698,14628,1807,14302,1878,9464,1467,6974,1404,5710,1051,5901,1119,3673,1078,3426,980,3047,993,167412,4322,84127,3595,83285,4285,16267,1914,12088,1428,10093,1513,7169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
4151,58078,4165,24803,2797,29555,3928,12156,1806,17496,2096,16259,2367,17497,2299,16439,2455,10837,1682,10046,1948,7304,1681,5235,1497,5492,1245,3032,1015,2439,950,3155,1050,0400000US47,4046408,6161,1958466,4242,906330,11292,368,343,905962,11288,2599,872,2635,984,5888,1283,6375,1947,19155,2488,12483,1987,29662,3003,22760,2937,41619,3586,35525,3551,70986,4946,84050,5848,71094,4733,68111,4452,51373,3841,62690,4243,76077,4446,54695,4037,80172,4667,108013,5447,1052136,11103,623672,9613,428464,10108,74735,4945,52086,4322,53168,3366,32603,2602,41190,3754,18059,2296,22452,2579,15775,2180,19156,2083,11223,1874,18608,2313,17731,2381,9536,2167,6999,1637,5821,1222,7033,1850,5053,1128,2903,720,5255,1178,9078,1681,2087942,4475,677531,11462,36,68,677495,11469,1643,589,2177,852,4971,1285,7624,1904,23102,2631,18569,2119,38009,3801,28423,2886,45234,3925,35647,3321,66468,4240,77933,4616,64179,4316,56550,4226,41067,3674,41330,3991,41092,3148,23906,2521,32246,2960,27325,2713,1410411,11187,895629,11128,514782,10221,94684,4871,69947,4231,64031,4320,46297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
