B27017_050M,B27017_051E,B27017_051M,B27017_052E,B27017_052M,B27017_053E,B27017_053M,B27017_054E,B27017_054M,B27017_055E,B27017_055M,B27017_056E,B27017_056M,B27017_057E,B27017_057M,B27017_058E,B27017_058M,B27017_059E,B27017_059M,B27017_060E,B27017_060M,B27017_061E,B27017_061M,B27017_062E,B27017_062M,B27017_063E,B27017_063M,B27017_064E,B27017_064M,B27017_065E,B27017_065M,B27017_066E,B27017_066M,B27017_067E,B27017_067M,B27017_068E,B27017_068M,B27017_069E,B27017_069M,B27017_070E,B27017_070M,B27017_071E,B27017_071M,B27017_072E,B27017_072M,B27017_073E,B27017_073M,B27017_074E,B27017_074M,B27017_075E,B27017_075M,B27017_076E,B27017_076M,B27017_077E,B27017_077M,B27017_078E,B27017_078M,B27017_079E,B27017_079M,B27017_080E,B27017_080M,B27017_081E,B27017_081M,B27017_082E,B27017_082M,B27017_083E,B27017_083M,B27017_084E,B27017_084M,B27017_085E,B27017_085M,B27017_086E,B27017_086M,B27017_087E,B27017_087M,B27017_088E,B27017_088M,B27017_089E,B27017_089M,B27017_090E,B27017_090M,B27017_091E,B27017_091M,GEO_ID,B27017_001E,B27017_001M,B27017_002E,B27017_002M,B27017_003E,B27017_003M,B27017_004E,B27017_004M,B27017_005E,B27017_005M,B27017_006E,B27017_006M,B27017_007E,B27017_007M,B27017_008E,B27017_008M,B27017_009E,B27017_009M,B27017_010E,B27017_010M,B27017_011E,B27017_011M,B27017_012E,B27017_012M,B27017_013E,B27017_013M,B27017_014E,B27017_014M,B27017_015E,B27017_015M,B27017_016E,B27017_016M,B27017_017E,B27017_017M,B27017_018E,B27017_018M,B27017_019E,B27017_019M,B27017_020E,B27017_020M,B27017_021E,B27017_021M,B27017_022E,B27017_022M,B27017_023E,B27017_023M,B27017_024E,B27017_024M,B27017_025E,B27017_025M,B27017_026E,B27017_026M,B27017_027E,B27017_027M,B27017_028E,B27017_028M,B27017_029E,B27017_029M,B27017_030E,B27017_030M,B27017_031E,B27017_031M,B27017_032E,B27017_032M,B27017_033E,B27017_033M,B27017_034E,B27017_034M,B27017_035E,B27017_035M,B27017_036E,B27017_036M,B27017_037E,B27017_037M,B27017_038E,B27017_038M,B27017_039E,B27017_039M,B27017_040E,B27017_040M,B27017_041E,B27017_041M,B27017_042E,B27017_042M,B27017_043E,B27017_043M,B27017_044E,B27017_044M,B27017_045E,B27017_045M,B27017_046E,B27017_046M,B27017_047E,B27017_047M,B27017_048E,B27017_048M,B27017_049E,B27017_049M,B27017_050E,B27017_050MA,B27017_051EA,B27017_051MA,B27017_052EA,B27017_052MA,B27017_053MA,B27017_053EA,B27017_054MA,B27017_054EA,B27017_055MA,B27017_055EA,B27017_056MA,B27017_056EA,B27017_057EA,B27017_057MA,B27017_058EA,B27017_058MA,B27017_059EA,B27017_059MA,B27017_060MA,B27017_060EA,B27017_061MA,B27017_061EA,B27017_062MA,B27017_062EA,B27017_063EA,B27017_063MA,B27017_064EA,B27017_064MA,B27017_065EA,B27017_065MA,B27017_066MA,B27017_066EA,B27017_067MA,B27017_067EA,B27017_068EA,B27017_068MA,B27017_069EA,B27017_069MA,B27017_070EA,B27017_070MA,B27017_071MA,B27017_071EA,B27017_072MA,B27017_072EA,B27017_073EA,B27017_073MA,B27017_074EA,B27017_074MA,B27017_075EA,B27017_075MA,B27017_076EA,B27017_076MA,B27017_077MA,B27017_077EA,B27017_078MA,B27017_078EA,B27017_079EA,B27017_079MA,B27017_080EA,B27017_080MA,B27017_081EA,B27017_081MA,B27017_082MA,B27017_082EA,B27017_083MA,B27017_083EA,B27017_084EA,B27017_084MA,B27017_085EA,B27017_085MA,B27017_086EA,B27017_086MA,B27017_087EA,B27017_087MA,B27017_088MA,B27017_088EA,B27017_089MA,B27017_089EA,B27017_090EA,B27017_090MA,B27017_091EA,B27017_091MA,NAME,B27017_001MA,B27017_001EA,B27017_002MA,B27017_002EA,B27017_003MA,B27017_003EA,B27017_004MA,B27017_004EA,B27017_005EA,B27017_005MA,B27017_006EA,B27017_006MA,B27017_007MA,B27017_007EA,B27017_008MA,B27017_008EA,B27017_009EA,B27017_009MA,B27017_010EA,B27017_010MA,B27017_011EA,B27017_011MA,B27017_012MA,B27017_012EA,B27017_013MA,B27017_013EA,B27017_014EA,B27017_014MA,B27017_015EA,B27017_015MA,B27017_016EA,B27017_016MA,B27017_017EA,B27017_017MA,B27017_018MA,B27017_018EA,B27017_019EA,B27017_019MA,B27017_020EA,B27017_020MA,B27017_021EA,B27017_021MA,B27017_022EA,B27017_022MA,B27017_023MA,B27017_023EA,B27017_024EA,B27017_024MA,B27017_025EA,B27017_025MA,B27017_026EA,B27017_026MA,B27017_027EA,B27017_027MA,B27017_028EA,B27017_028MA,B27017_029EA,B27017_029MA,B27017_030EA,B27017_030MA,B27017_031EA,B27017_031MA,B27017_032EA,B27017_032MA,B27017_033EA,B27017_033MA,B27017_034MA,B27017_034EA,B27017_035EA,B27017_035MA,B27017_036EA,B27017_036MA,B27017_037EA,B27017_037MA,B27017_038EA,B27017_038MA,B27017_039MA,B27017_039EA,B27017_040EA,B27017_040MA,B27017_041EA,B27017_041MA,B27017_042EA,B27017_042MA,B27017_043MA,B27017_043EA,B27017_044MA,B27017_044EA,B27017_045MA,B27017_045EA,B27017_046EA,B27017_046MA,B27017_047EA,B27017_047MA,B27017_048MA,B27017_048EA,B27017_049MA,B27017_049EA,B27017_050EA,state
1013,2922,581,56858,5620,16454,2663,13540,2617,2914,1082,31422,3601,24334,3132,7088,1318,8982,1335,7464,1289,1518,449,59838,5155,13751,2059,12396,1981,1355,471,36554,3621,30828,3139,5726,1564,9533,1529,7630,1219,1903,726,97142,7024,23075,2832,21875,2825,1200,557,61748,4643,55126,4229,6622,1620,12319,1606,9895,1297,2424,673,252322,7894,44128,3207,42177,3157,1951,824,178277,5340,168321,5454,9956,1431,29917,2120,24632,2012,5285,1045,0400000US38,657021,1023,38039,4020,10715,2292,2394,793,8321,1973,24868,2476,9423,1562,15445,2163,2456,670,1117,317,1339,613,42723,3871,11112,1909,3661,1257,7451,1572,24357,2426,9554,1656,14803,2180,7254,835,4445,691,2809,583,38573,3367,9549,1674,3536,936,6013,1345,20001,2163,10159,1670,9842,1396,9023,1324,6006,1027,3017,701,12225,2697,3976,1439,1514,845,2462,956,5891,1348,2398,670,3493,1051,2358,582,1473,430,885,340,59301,5610,16259,2783,11319,2345,4940,1539,32477,3359,23561,2727,8916,1642,10565,1192,7643,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
5181,73812,4111,1042857,24687,252738,9973,193136,8786,59602,5315,593840,16285,416429,12943,177411,8236,196279,7675,135397,6046,60882,3603,963464,24738,213861,10101,183339,8909,30522,3998,577272,15350,458371,13130,118901,6846,172331,6987,120961,5483,51370,3357,1658265,28317,357319,12198,329294,11146,28025,3170,1054305,21434,906966,18563,147339,8419,246641,7944,182370,7190,64271,4211,3627747,40720,620811,15821,597369,15224,23442,3488,2541053,30051,2384698,29770,156355,8221,465883,9399,365202,9429,100681,5046,0400000US39,11224874,4207,850622,23772,306512,12490,38254,5100,268258,11927,511352,14134,125235,6711,386117,12253,32758,2468,15358,1361,17400,1988,995057,25227,334372,14647,61718,6385,272654,13565,571308,13655,127452,6955,443856,12776,89377,4658,37553,2707,51824,3092,799151,27281,228152,12625,85067,7542,143085,9039,439051,15414,155184,8252,283867,11313,131948,5329,66607,3733,65341,4165,243565,14758,68335,7495,34386,4316,33949,4953,130267,7185,60808,4873,69459,5273,44963,3646,25619,2385,19344,2380,1044146,25870,267080,11989,162784,9077,104296,8068,577570,16924,331227,10919,246343,11221,199496,6701,125684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2572,26204,2399,361519,15964,93723,6666,59545,5921,34178,3346,212060,10172,132310,7484,79750,6126,55736,3266,37278,2688,18458,1960,324434,14886,79018,6549,57219,6241,21799,2396,197284,9980,137724,8754,59560,4678,48132,2751,30373,2305,17759,1750,507048,16247,118738,7128,97099,6500,21639,2703,315928,10892,250338,8728,65590,5167,72382,4018,51988,3153,20394,2036,1034068,18701,174050,7592,158566,6999,15484,2709,713628,13110,645939,12181,67689,4730,146390,4800,119005,4606,27385,1846,0400000US40,3667315,2282,271951,12295,97646,6935,10939,2137,86707,6796,164416,6908,39189,3207,125227,5997,9889,1497,4847,948,5042,948,360878,13991,118158,6928,15220,2404,102938,6270,205305,8091,42072,3476,163233,7491,37415,2446,12773,1498,24642,2075,324473,15113,98467,6893,25826,3525,72641,5925,176891,9047,63634,5459,113257,6224,49115,2679,21987,2205,27128,2159,86716,6922,25353,3216,9032,2119,16321,2651,45135,4217,19902,2515,25233,3054,16228,1750,7682,993,8546,1319,396228,11981,115610,6795,48895,4189,66715,5321,217166,7445,110561,5943,106605,5637,63452,3163,37248,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3768,26699,2993,347877,17972,82086,7623,56244,5851,25842,4774,203319,11504,131827,9148,71492,5319,62472,4315,41991,3580,20481,2709,323640,15400,76694,6684,60132,5637,16562,3780,197731,9500,146445,8905,51286,5117,49215,4128,34940,3543,14275,1957,511834,21493,103348,7858,89118,7219,14230,2969,325849,14008,263025,12123,62824,7101,82637,4579,61665,4114,20972,2559,1177686,21536,183307,8156,174448,8227,8859,2171,811383,14973,750948,14470,60435,5251,182996,5987,142686,5098,40310,2853,0400000US41,3791784,3487,291211,14287,83604,7634,13561,2909,70043,6831,197842,9632,66751,5620,131091,7638,9765,1598,5309,1315,4456,961,371026,18711,115885,9912,18712,3407,97173,8777,224805,10467,54871,4720,169934,9792,30336,2587,12003,1605,18333,2036,297809,13782,80397,7377,27609,4290,52788,5972,175174,8691,65288,5317,109886,7391,42238,3783,22279,2765,19959,2372,79958,9780,21694,4011,8013,2247,13681,3073,43679,5671,17801,3012,25878,4233,14585,2312,9990,2047,4595,909,390743,18419,96636,7824,49789,5849,46847,6181,225150,11482,117574,8122,107576,8266,68957,4635,42258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
5503,80435,4052,1084717,28919,250251,11929,171665,9712,78586,6313,605774,18231,422898,13708,182876,9194,228692,6709,165289,5718,63403,3583,1067839,25559,234690,8704,187655,8194,47035,4783,640839,18045,498513,16304,142326,7970,192310,6427,143212,5654,49098,3259,1798157,37215,370736,14066,328105,13492,42631,4570,1149766,24059,986535,21350,163231,7904,277655,7568,214871,6894,62784,3568,4528242,40915,785317,14004,752769,13376,32548,3431,3160763,28983,2961835,28765,198928,7917,582162,10024,465950,9275,116212,5460,0400000US42,12322878,3626,760035,25023,249808,13119,39035,4787,210773,12029,471486,13840,155884,7247,315602,12733,38741,2469,22840,2264,15901,1871,935961,26883,282185,13369,45889,4801,236296,12117,541210,14806,132533,6558,408677,12775,112566,4609,51448,3348,61118,3347,796093,22464,212516,11385,71306,6475,141210,9652,417385,14273,155433,7183,261952,12119,166192,4287,93631,3689,72561,3732,245220,13684,59765,5874,24078,3210,35687,5288,127843,7966,61436,4740,66407,5567,57612,3086,34675,2456,22937,2123,1106614,29530,275822,13748,154053,10731,121769,8025,585072,16100,342966,11515,242106,10027,245720,6624,165285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1570,7860,1712,76905,8480,16632,3002,9772,2163,6860,1899,46363,5710,30538,4002,15825,3552,13910,1718,8476,1299,5434,1082,69656,6329,15186,2682,13093,2510,2093,806,43723,3981,32205,3577,11518,2161,10747,1471,7699,1208,3048,778,141119,10278,27931,3774,24331,3564,3600,1459,93739,7065,76827,6434,16912,2913,19449,2047,13178,1729,6271,1358,409202,12557,68428,4354,65651,4250,2777,1159,288073,8652,266283,8474,21790,2705,52701,2786,42217,3067,10484,1599,0400000US44,1008073,1471,68748,7409,22756,4151,4980,1633,17776,4114,42220,4356,16246,2709,25974,3064,3772,935,1868,580,1904,671,79975,6455,24371,3140,6157,2022,18214,2877,44484,3825,11562,2571,32922,2832,11120,1732,3709,919,7411,1448,66251,6616,16996,3031,7014,2670,9982,2213,36966,4130,14427,2639,22539,3025,12289,1614,6174,1123,6115,1287,19881,3559,4938,1549,2053,967,2885,1176,11015,2318,5049,1490,5966,1568,3928,1234,1691,696,2237,916,76336,7086,18246,3078,12170,2777,6076,1603,39947,3960,21188,2813,18759,3079,18143,2404,10283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3234,34219,3662,411975,21090,99538,9731,70520,7947,29018,4129,248766,13952,165224,10586,83542,6619,63671,4921,41541,4047,22130,2852,387549,19819,89879,8266,72472,7366,17407,3402,239401,11234,178408,10441,60993,6105,58269,5419,36911,4036,21358,2847,593305,20144,122711,8046,104863,7323,17848,3840,383614,14761,317391,13214,66223,6219,86980,4956,63575,4497,23405,2632,1280349,24040,201917,9478,190011,9145,11906,2248,871973,18563,796772,18811,75201,7486,206459,6781,163282,6761,43177,3967,0400000US45,4521487,3535,383603,16966,139974,9793,13585,3782,126389,8879,230873,10284,54964,4818,175909,8747,12756,1894,5783,1300,6973,1399,472712,18814,156785,10765,26229,4758,130556,10028,264026,10366,60926,5919,203100,9671,51901,3518,17855,1712,34046,3298,395189,21545,102601,9550,28584,4773,74017,7955,228630,14015,77334,6861,151296,10704,63958,3728,28292,2744,35666,3014,112466,10889,30984,5147,9741,2155,21243,4463,63425,6862,24397,3447,39028,4783,18057,2437,7473,1528,10584,2086,484339,20269,123424,10736,68057,8340,55367,6464,285787,12600,152882,8587,132905,8916,75128,4977,40909,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1419,5046,926,73689,6717,20694,3102,15721,2841,4973,1023,40796,3887,29630,2995,11166,2018,12199,1544,8490,1321,3709,899,73212,5264,21065,2517,18114,2342,2951,1024,43003,3528,34283,2739,8720,1946,9144,1426,6499,1091,2645,642,132420,8975,34471,3795,32361,3645,2110,927,81743,5744,71890,5398,9853,1939,16206,1813,10950,1482,5256,1132,249969,8285,41006,3769,38720,3556,2286,683,171982,5498,161821,5087,10161,1408,36981,2234,27704,2081,9277,1447,0400000US46,791690,1871,46905,4829,15118,2838,1288,657,13830,2683,27817,2717,9409,1672,18408,2440,3970,967,2229,695,1741,612,63776,4858,20675,2618,3147,1042,17528,2784,34550,2988,12169,1807,22381,2549,8551,1401,4056,933,4495,1026,58449,5563,17613,2617,7596,2196,10017,2028,30855,3103,13207,1849,17648,2547,9981,1470,5915,1024,4066,963,14890,2547,4256,1205,1381,641,2875,1035,8258,1719,4358,1176,3900,1275,2376,646,1452,478,924,417,78380,6310,22195,2930,12897,2415,9298,1856,42306,4030,25029,2737,17277,2995,13879,1770,8833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3630,46436,3449,610372,23474,148590,10997,105158,8697,43432,6260,363900,14222,246556,11595,117344,7621,97882,5524,61761,4682,36121,3694,515770,22968,107559,8200,91758,7694,15801,2455,326008,15133,242695,12223,83313,6302,82203,5109,54882,4211,27321,2720,861615,25410,182820,10665,162391,10562,20429,3721,564776,16976,468830,15112,95946,8379,114019,5533,79441,4916,34578,3623,1762698,31837,291199,11658,276867,11382,14332,2845,1233966,22873,1141597,21294,92369,7540,237533,6775,183860,7310,53673,3332,0400000US47,6231292,3627,494810,18084,176643,10194,23749,4258,152894,9534,298795,10789,63668,5619,235127,9634,19372,2563,8677,1294,10695,1931,646984,23876,209288,11843,33926,4130,175362,11294,365683,13936,72720,5835,292963,11848,72013,4168,24084,2623,47929,3244,533359,23874,144033,11761,40652,5150,103381,9829,298549,13949,98582,7991,199967,10596,90777,5036,40853,3354,49924,4000,156519,13317,43401,7223,17627,3907,25774,6267,84554,7035,34485,3656,50069,5382,28564,3165,13624,2241,14940,2360,649165,24876,166171,10905,90470,8933,75701,6596,373640,14756,200432,9951,173208,9367,109354,5189,62918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
6108,149819,6647,2148371,49991,580496,18718,333666,16513,246830,13432,1302710,35052,716967,25013,585743,20940,265165,8887,143401,7109,121764,5743,1918373,45119,504916,22870,337277,17084,167639,13242,1185919,27604,758383,20730,427536,15578,227538,10522,138201,6923,89337,6886,3099333,61262,747139,23588,605247,22186,141892,11366,2002650,42158,1468815,32882,533835,23765,349544,10586,230981,8442,118563,6010,7891817,78722,1531924,33003,1403724,31657,128200,10377,5473484,51086,4864679,49282,608805,21447,886409,15146,660007,13709,226402,9427,0400000US48,25004594,9504,1912744,42034,762622,27927,76982,7710,685640,27246,1068170,21316,262106,10552,806064,21100,81952,5865,29356,3370,52596,4678,2714507,54554,1066592,31121,122730,11458,943862,28365,1429945,30294,273813,9955,1156132,27614,217970,7415,54372,4000,163598,6282,2181243,48718,728127,23534,159034,12998,569093,24744,1215873,31027,333771,13925,882102,25689,237243,8810,83444,4938,153799,7639,583082,23912,179314,11659,53270,6891,126044,9726,332489,13742,115652,8487,216837,12074,71279,4815,31019,2739,40260,3804,2555124,49212,770825,24433,300402,16822,470423,20208,1494818,31218,633664,19353,861154,22479,289481,9539,139662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2112,10967,1585,306038,19635,112852,9357,90681,9278,22171,4011,163666,11195,116894,9374,46772,5992,29520,3059,18721,2481,10799,1832,278378,18886,96194,8778,86859,8137,9335,2234,153521,10064,121837,8489,31684,3934,28663,2914,18291,2504,10372,1651,431731,20572,139696,10463,126523,9485,13173,2941,250990,11403,214887,9789,36103,4716,41045,3152,30787,3072,10258,1664,824698,20588,169100,9432,159070,8853,10030,1819,563047,13523,515342,13237,47705,4044,92551,3917,71618,3637,20933,2121,0400000US49,2766455,2451,154243,10834,52973,5647,10510,2320,42463,5131,97476,6888,38068,4194,59408,4937,3794,771,2055,567,1739,575,220271,17956,85051,9973,19252,3905,65799,8118,125663,9210,38252,3952,87411,7781,9557,1375,3801,853,5756,1128,181939,14136,69436,7660,36053,5651,33383,4923,96369,7027,46187,4889,50182,5248,16134,1766,8661,1407,7473,1040,67155,8876,27710,4309,17132,3511,10578,2896,34232,5114,20364,3323,13868,3203,5213,938,2768,655,2445,885,302002,19050,116955,10797,83799,8521,33156,5158,157432,9472,102198,7255,55234,6279,27615,2590,16648,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1027,3748,856,53262,5103,12631,1897,7485,1551,5146,1149,30915,3614,18460,2660,12455,1969,9716,1148,5747,905,3969,815,57181,4786,13837,1952,8517,1689,5320,1041,35909,3147,24725,2682,11184,1589,7435,1041,4673,941,2762,599,88472,4808,17511,1771,14103,1642,3408,846,56300,3402,47168,3423,9132,1479,14661,1729,10092,1519,4569,848,228029,7426,34446,2758,31850,2801,2596,597,162007,5454,149203,5057,12804,1866,31576,2089,25700,1981,5876,1055,0400000US50,600540,885,29383,3342,6647,1485,563,331,6084,1436,21380,2469,7481,1461,13899,2179,1356,396,636,326,720,262,39692,3900,11616,2072,1381,721,10235,1979,23105,2303,6216,1111,16889,1995,4971,949,1909,489,3062,788,40390,3743,9802,1942,1827,685,7975,1853,22008,2225,6899,1209,15109,1686,8580,992,4477,879,4103,649,11158,1752,2430,901,851,477,1579,741,6124,982,1898,572,4226,788,2604,650,1174,382,1430,549,52973,4651,13716,1858,5713,1319,8003,1521,29759,3040,14942,2058,14817,1992,9498,1377,5750,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
