B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103EA,B19131_103MA,B19131_104EA,B19131_104MA,B19131_105MA,B19131_105EA,B19131_106EA,B19131_106MA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002EA,B19131_002MA,B19131_003EA,B19131_003MA,B19131_004EA,B19131_004MA,B19131_005EA,B19131_005MA,B19131_006EA,B19131_006MA,B19131_007EA,B19131_007MA,B19131_008EA,B19131_008MA,B19131_009EA,B19131_009MA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012EA,B19131_012MA,B19131_013EA,B19131_013MA,B19131_014EA,B19131_014MA,B19131_015MA,B19131_015EA,B19131_016MA,B19131_016EA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020EA,B19131_020MA,B19131_021EA,B19131_021MA,B19131_022MA,B19131_022EA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027MA,B19131_027EA,B19131_028MA,B19131_028EA,B19131_029EA,B19131_029MA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034EA,B19131_034MA,B19131_035EA,B19131_035MA,B19131_036MA,B19131_036EA,B19131_037EA,B19131_037MA,B19131_038EA,B19131_038MA,B19131_039MA,B19131_039EA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043MA,B19131_043EA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046EA,B19131_046MA,B19131_047MA,B19131_047EA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050MA,B19131_050EA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054MA,B19131_054EA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059EA,B19131_059MA,B19131_060MA,B19131_060EA,B19131_061EA,B19131_061MA,B19131_062EA,B19131_062MA,B19131_063MA,B19131_063EA,B19131_064EA,B19131_064MA,B19131_065MA,B19131_065EA,B19131_066EA,B19131_066MA,B19131_067EA,B19131_067MA,B19131_068MA,B19131_068EA,B19131_069EA,B19131_069MA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072EA,B19131_072MA,B19131_073EA,B19131_073MA,B19131_074MA,B19131_074EA,B19131_075EA,B19131_075MA,B19131_076EA,B19131_076MA,B19131_077MA,B19131_077EA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082MA,B19131_082EA,B19131_083MA,B19131_083EA,B19131_084EA,B19131_084MA,B19131_085EA,B19131_085MA,B19131_086MA,B19131_086EA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089MA,B19131_089EA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094MA,B19131_094EA,B19131_095MA,B19131_095EA,B19131_096EA,B19131_096MA,B19131_097MA,B19131_097EA,B19131_098EA,B19131_098MA,B19131_099MA,B19131_099EA,B19131_100MA,B19131_100EA,B19131_101MA,B19131_101EA,B19131_102MA,B19131_102EA,state
29215,2768,18441,2285,8095,1336,8458,1545,3742,863,0400000US34,2185732,12750,1614230,12458,730620,8125,7113,1517,6819,1355,9014,1699,13252,1930,14048,2066,13946,2072,15673,2463,18542,2339,19088,2465,41595,3263,61494,3860,109191,4653,109062,4931,77348,4279,100638,4564,113797,4097,883610,10811,11602,2071,10473,1423,14350,1592,20995,2523,25661,2195,24752,2565,24823,2340,28896,2839,28230,2413,57957,3552,91811,4560,137572,5002,114614,4871,84465,3730,101652,4066,105757,4716,571502,11203,154036,4945,66214,3881,5733,1252,2918,996,4369,1158,5862,1236,3624,984,2672,830,4466,1150,2795,782,4178,1420,6308,1462,7006,1519,7737,1349,3231,1049,1727,715,1186,570,2402,856,87822,4572,2103,690,1948,684,3710,977,4039,968,3374,900,5131,1080,3858,1062,5204,1341,4613,1096,10170,1468,9661,1518,13353,2046,9039,1448,5162,1143,3215,740,3242,875,417466,10462,210678,8776,40914,3612,21924,2675,17819,2370,15148,2148,14884,2224,12580,2370,9141,1607,9965,1779,9542,1697,15049,2117,14000,2061,14732,2304,8372,1270,2148,625,2753,643,1707,629,206788,8530,10151,1710,8656,1667,11915,1827,10330,1599,11193,2120,10168,1621,10903,1652,9292,1592,9782,1404,19775,2044,26672,2493,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
3483,985,1939,623,1085,504,372,321,33,55,0400000US35,501092,8213,349344,7420,137279,5767,4986,1115,3727,1067,6591,1538,7541,1368,5304,1257,6731,1468,5342,1272,7589,1614,6194,1434,11999,1789,16131,2422,21356,2223,14514,2001,8345,1682,6165,1292,4764,1061,212065,5515,4079,866,6180,1282,9669,1588,9728,1625,9288,1608,10838,1530,10000,1449,11656,1777,8485,1178,19419,2194,25556,2275,31659,2520,18905,1746,14175,1872,12179,1634,10249,1365,151748,6324,49041,4520,24297,2972,4690,1301,1209,508,3098,966,1289,665,1954,963,1739,825,1224,655,2064,748,1456,682,1342,571,1463,569,815,437,1382,565,138,173,95,113,339,239,24744,2735,1720,806,1054,493,1399,514,1627,821,1430,666,2566,1039,1173,565,1114,632,785,376,2550,793,3242,1016,3260,741,989,531,1303,761,474,368,58,78,102707,5093,61636,4548,16181,1855,6177,1466,8179,1607,6158,1387,4101,1163,4451,920,2684,1011,2259,741,2698,1018,2459,825,2965,1002,1975,1056,608,373,389,374,257,206,95,131,41071,2964,3136,934,2526,743,4170,1002,3522,923,2769,762,2650,880,3281,794,2183,542,2156,808,3663,915,4103,1063,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
61084,3988,37441,3547,17616,2362,15202,1751,7538,1570,0400000US36,4632676,21902,3210895,23988,1373666,14232,27251,3419,23504,2335,36740,3334,38920,3458,33551,2402,39611,3054,46234,3513,46245,3861,45794,3669,96795,4777,142699,6750,208857,7170,175468,6689,122955,5416,133715,5354,155327,5447,1837229,19442,29924,2583,37890,3115,44547,3786,59771,3595,70609,3930,70837,3811,70290,3768,79287,4663,72609,4030,145350,6116,199322,6351,276173,8776,212309,7695,141773,4822,158865,5950,167673,6386,1421781,18719,355236,9965,147983,6645,16149,2313,8865,1594,9878,1734,11809,1972,11039,1849,10351,1841,10374,1716,8825,1550,7345,1563,12687,1929,13206,2189,11875,2066,6549,1564,2554,854,3012,970,3465,960,207253,7745,10441,1854,6337,1326,9639,1620,9625,1445,10125,1732,12505,1707,10060,1347,11972,1855,11089,1982,20700,2438,24339,2261,29501,2617,19452,2757,8731,1610,7171,1502,5566,1121,1066545,16419,560077,12063,123993,6145,57407,3594,48963,3749,42856,2885,41940,3479,37219,3338,27944,2422,30103,2413,20386,2262,37304,3451,32706,3481,30300,2617,14115,2224,5740,1192,4942,1086,4159,1260,506468,11959,38648,3476,27657,3071,32326,2591,34342,3021,28272,2628,30134,2820,26077,2789,28969,2377,24315,2542,45644,2917,51203,3614,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
14726,1909,4389,1079,1911,629,1402,695,936,409,0400000US37,2441916,18415,1770863,17462,702528,11252,15354,2094,15534,2375,18911,2616,24403,2716,28702,2861,30552,2980,29213,3054,28864,2760,32488,3220,66532,4740,91466,5032,124176,6370,74556,3983,40288,3142,42289,3810,39200,2705,1068335,14182,19662,2241,23439,2213,34774,2405,48130,3441,52290,3496,56898,3432,52562,3210,56257,3676,57765,4397,103058,4690,148982,6362,167034,6252,98255,5278,54668,3925,49227,3228,45334,2742,671053,12133,159752,7168,79910,4928,13055,2482,6853,1536,7280,1500,7247,1573,5635,1188,7841,1593,4252,1254,4815,1284,3986,1096,5022,1226,5508,1414,4301,1247,2430,915,773,480,437,295,475,249,79842,4679,6128,1271,6721,1616,3894,1201,5204,1334,5420,1293,7151,1412,4473,1247,5256,1343,4133,1190,9471,1669,8671,1742,8473,1699,2909,745,740,427,398,278,800,431,511301,11303,292972,9769,76626,4565,37249,3397,30432,3161,26085,2650,21407,2806,18445,2281,18975,2346,14675,2242,9658,1800,13528,1756,13200,1769,7676,1461,2270,731,876,399,733,465,1137,735,218329,6924,18914,2690,16760,2078,23322,2612,20778,2412,19940,2269,18749,2305,16666,2054,14828,1878,11272,1635,16864,2181,16872,2431,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
650,329,249,197,71,87,0,211,0,211,0400000US38,171945,3437,140277,3438,53463,2081,684,277,759,477,774,418,588,278,1277,486,1776,605,2073,573,1213,387,1863,521,4502,793,9166,1197,13609,1419,7980,1070,2954,817,2418,622,1827,496,86814,2544,1257,358,1725,435,2139,471,2291,564,3312,562,3538,806,3719,726,3908,745,4090,726,8582,1014,13549,1416,16244,1640,9855,1038,5471,875,3923,793,3211,712,31668,2203,8846,1434,4707,1026,316,230,157,137,297,278,651,453,333,234,359,361,340,224,486,319,570,324,336,231,485,294,195,175,107,119,0,211,0,211,75,131,4139,879,189,171,67,54,303,202,298,231,79,112,73,65,181,131,79,87,242,213,760,460,882,440,487,257,146,103,142,146,8,15,203,172,22822,1878,14963,1532,3736,943,1562,570,1695,700,2016,730,1589,623,882,339,825,352,650,390,693,385,394,209,545,407,185,155,178,154,0,211,13,23,0,211,7859,1197,459,298,183,131,539,273,888,401,711,325,576,321,560,298,848,473,864,466,931,422,330,197,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
20373,2048,7989,1141,2496,592,1755,621,842,408,0400000US39,2960107,17479,2169003,17387,837062,11364,15941,2129,12225,1797,17561,2661,21581,2200,22472,2429,29292,2740,31904,3134,33448,2854,35218,3389,71850,4479,118067,5258,168645,5134,105164,4551,57973,3376,52342,3182,43379,2737,1331941,12816,22564,2559,22648,1983,34150,2909,50351,3517,60403,3094,72420,3739,76218,3464,74253,3489,67213,3402,139367,4845,177985,5533,218302,7228,130245,4696,75666,3756,59527,3197,50629,3058,791104,12931,196130,6911,99933,5179,13655,1773,8034,1389,8814,1716,7373,1213,6721,1594,10902,1817,6421,1212,6623,1298,5601,1351,8031,1336,9066,1608,4655,1010,1497,576,725,436,607,388,1208,718,96197,4681,5041,972,4901,1226,7508,1336,6052,1105,6553,1227,6558,1125,6359,1066,6277,1266,6219,1284,11336,1784,12162,1587,8882,1710,4150,950,1646,690,1847,650,706,341,594974,12143,347369,10460,95583,5786,41940,4058,34023,3282,32619,2548,25328,2568,25003,3076,19902,2758,13763,2140,10465,1809,18371,2248,15123,1706,9789,1792,3304,986,671,420,937,346,548,310,247605,6380,19227,2284,14897,1980,21243,2490,22936,2398,19894,2296,19933,2112,19683,2150,15174,1948,13328,1745,23268,2146,24567,2010,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4994,1047,2174,605,1041,439,876,386,322,220,0400000US40,954622,8374,709256,9175,275553,6140,6387,1398,5593,1159,7436,1482,11115,1528,10781,1525,13845,1760,13300,1621,14935,1788,13643,1634,29041,2965,38358,3121,48740,2891,30456,2537,11879,1618,10542,1473,9502,1479,433703,7002,7516,1299,10873,1355,14301,1543,20264,1899,22465,2060,22677,2008,23318,2110,24038,2112,24037,2414,46147,2499,60700,3589,66098,3789,35273,2332,21026,2145,19112,1839,15858,1447,245366,7117,62855,3857,32621,2798,3506,1059,3124,812,3268,781,3102,805,2053,835,2121,755,3390,971,2770,958,1269,562,3650,1053,2023,692,760,350,346,220,422,206,497,346,320,345,30234,2642,2132,642,1822,559,1242,436,2847,791,2309,655,2319,585,2118,751,2287,719,1197,502,3262,956,3517,788,2657,775,1612,639,365,238,361,221,187,151,182511,5803,110245,5112,29019,2700,14260,2251,12456,2370,11534,1902,9028,1575,6987,1290,6267,1318,4268,1137,2178,762,5378,1199,4376,1059,2770,905,1121,636,231,183,115,112,257,277,72266,3247,3755,768,5466,970,6011,1104,8255,1377,5918,1100,6908,1429,5264,1228,4795,1071,3743,816,6897,1254,5847,980,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
6654,1400,2095,631,728,373,769,383,552,339,0400000US41,963362,9735,733095,9535,287606,7375,5528,1297,4747,1028,7727,1366,11482,1584,10100,1783,13504,1890,12895,1979,13746,1844,13157,1962,25342,2799,36575,3232,47420,3779,33802,3201,19703,2146,16975,1694,14903,2014,445489,7979,7691,1577,9573,1562,11975,1667,16554,1806,20387,1823,23007,2096,21486,2448,24125,2183,24531,1871,45062,2801,58905,3953,73848,3948,43945,2758,24365,2397,21886,1896,18149,2237,230267,7103,65972,3528,33698,2564,3745,1103,1849,822,2324,951,5222,1523,2941,975,2823,1047,2231,875,1658,764,1232,561,2456,767,2487,797,2440,866,1527,621,415,300,213,206,135,123,32274,2457,1776,725,1171,605,1426,655,2485,1006,1934,726,2113,726,2176,827,2512,873,1497,584,4077,1067,3812,935,3484,905,2141,692,732,491,632,367,306,198,164295,6403,98196,5768,27116,2837,10888,1770,8515,1371,9021,1782,8432,1698,6875,1523,5802,1251,4518,1069,3366,1069,4556,1205,3574,888,3232,896,1296,498,260,228,323,277,422,254,66099,3619,4559,1014,2737,750,5787,1406,5230,900,6373,1296,5455,1035,3274,754,5482,1303,3812,957,5944,1241,6648,1168,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
25356,2441,10937,1348,5720,1001,3143,762,1461,547,0400000US42,3197710,17008,2381094,16045,894756,9787,11741,1587,10438,1441,15254,1762,18692,2183,20559,2197,26638,2122,28122,2450,34725,3077,34660,2786,78105,3698,120412,5241,167244,5424,126211,4892,64834,3538,70315,3719,66806,3665,1486338,14379,20029,2144,22346,2028,34567,2282,51135,2711,65943,3657,70817,3568,75183,3893,71133,3044,71108,3338,146795,5120,194655,5831,243712,6170,158275,4770,95776,4356,88164,3954,76700,3901,816616,13039,215082,7301,99667,4974,10933,1688,7412,1710,7849,1499,8086,1462,6574,1421,7553,1566,7082,1420,7878,1639,4170,929,8749,1510,10275,1748,6351,1170,3774,882,912,381,959,593,1110,481,115415,4852,5939,1287,2840,793,6257,1198,6021,1105,6781,1420,7968,1466,7560,1067,6677,1148,7814,1263,11627,1568,15354,1700,16076,1920,6650,1133,3554,869,2768,713,1529,588,601534,11012,331097,9129,73307,4927,37726,3308,33204,2809,34007,2700,24655,2425,25559,2637,19291,2134,14793,2227,11679,1796,19749,2438,13829,1938,14023,1832,5214,1158,1706,632,1547,674,808,463,270437,8463,18613,2106,17610,2048,18048,2078,18334,2162,21091,2497,19775,2120,19828,2446,16617,1570,16629,2193,26925,2688,30350,2841,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2514,761,1283,506,691,376,463,282,101,130,0400000US44,246028,5431,173848,5462,71052,3712,551,356,917,594,1361,697,1548,674,1637,767,2037,763,2327,775,1943,621,2094,692,4559,1026,8371,1366,14008,1893,9985,1362,6855,1409,6926,1188,5933,1119,102796,4274,1211,544,1128,575,2020,852,2896,665,4105,868,4073,920,3259,788,3751,903,4248,871,8590,1384,13576,1750,17140,1975,12363,1568,8841,1177,8783,1324,6812,1225,72180,3875,17525,2127,6927,1153,1050,492,151,167,586,462,437,292,854,513,508,424,672,399,93,108,747,457,591,545,495,336,258,216,252,177,65,109,114,136,54,96,10598,1762,397,349,661,467,370,314,521,422,414,382,294,235,901,408,706,400,358,287,1322,507,1493,677,1259,581,1037,739,217,300,364,275,284,214,54655,3188,31659,2912,5339,1199,2820,818,4395,1115,2303,748,3075,1289,3337,1213,1997,819,1698,673,645,389,1300,575,1364,495,2235,892,371,280,208,224,388,299,184,204,22996,2314,1604,700,389,249,1518,669,1648,657,1250,458,891,482,1495,691,1438,715,1512,694,2577,887,3622,1029,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
